season,daynum,wteamname,wseed,wseed_orig,wteamid,wscore,lteamname,lseed,lseed_org,lteamid,lscore,wloc,numot,point_spread,total_games,round,round_order
2016,136,Kentucky,4,W04,1246,85,Stony Brook,13,W13,1392,57,N,0,28,67,Round of 64,Round of 64
2016,136,Connecticut,9,Y09,1163,74,Colorado,8,Y08,1160,67,N,0,7,67,Round of 64,Round of 64
2016,136,Miami FL,3,Y03,1274,79,Buffalo,14,Y14,1138,72,N,0,7,67,Round of 64,Round of 64
2016,137,SF Austin,14,W14,1372,70,West Virginia,3,W03,1452,56,N,0,14,67,Round of 64,Round of 64
2016,137,VCU,10,Z10,1433,75,Oregon St,7,Z07,1333,67,N,0,8,67,Round of 64,Round of 64
2016,137,Hawaii,13,Y13,1218,77,California,4,Y04,1143,66,N,0,11,67,Round of 64,Round of 64
2016,137,Xavier,2,W02,1462,71,Weber St,15,W15,1451,53,N,0,18,67,Round of 64,Round of 64
2016,137,Villanova,2,Y02,1437,86,UNC Asheville,15,Y15,1421,56,N,0,30,67,Round of 64,Round of 64
2016,137,Maryland,5,Y05,1268,79,S Dakota St,12,Y12,1355,74,N,0,5,67,Round of 64,Round of 64
2016,137,Wisconsin,7,W07,1458,47,Pittsburgh,10,W10,1338,43,N,0,4,67,Round of 64,Round of 64
2016,137,St Joseph's PA,8,Z08,1386,78,Cincinnati,9,Z09,1153,76,N,0,2,67,Round of 64,Round of 64
2016,137,Texas A&M,3,Z03,1401,92,WI Green Bay,14,Z14,1453,65,N,0,27,67,Round of 64,Round of 64
2016,137,Notre Dame,6,W06,1323,70,Michigan,11,W11a,1276,63,N,0,7,67,Round of 64,Round of 64
2016,137,Oklahoma,2,Z02,1328,82,CS Bakersfield,15,Z15,1167,68,N,0,14,67,Round of 64,Round of 64
2016,137,Northern Iowa,11,Z11,1320,75,Texas,6,Z06,1400,72,N,0,3,67,Round of 64,Round of 64
2016,137,Iowa,7,Y07,1234,72,Temple,10,Y10,1396,70,N,1,2,67,Round of 64,Round of 64
2016,137,Oregon,1,Z01,1332,91,Holy Cross,16,Z16a,1221,52,N,0,39,67,Round of 64,Round of 64
2016,137,MTSU,15,X15,1292,90,Michigan St,2,X02,1277,81,N,0,9,67,Round of 64,Round of 64
2016,137,Syracuse,10,X10,1393,70,Dayton,7,X07,1173,51,N,0,19,67,Round of 64,Round of 64
2016,138,Kansas,1,Y01,1242,73,Connecticut,9,Y09,1163,61,N,0,12,67,Round of 32,Round of 32
2016,138,Gonzaga,11,X11,1211,82,Utah,3,X03,1428,59,N,0,23,67,Round of 32,Round of 32
2016,138,Duke,4,Z04,1181,71,Yale,12,Z12,1463,64,N,0,7,67,Round of 32,Round of 32
2016,138,Iowa St,4,X04,1235,78,Ark Little Rock,12,X12,1114,61,N,0,17,67,Round of 32,Round of 32
2016,138,Virginia,1,X01,1438,77,Butler,9,X09,1139,69,N,0,8,67,Round of 32,Round of 32
2016,138,Indiana,5,W05,1231,73,Kentucky,4,W04,1246,67,N,0,6,67,Round of 32,Round of 32
2016,138,Miami FL,3,Y03,1274,65,Wichita St,11,Y11b,1455,57,N,0,8,67,Round of 32,Round of 32
2016,138,North Carolina,1,W01,1314,85,Providence,9,W09,1344,66,N,0,19,67,Round of 32,Round of 32
2016,139,Maryland,5,Y05,1268,73,Hawaii,13,Y13,1218,60,N,0,13,67,Round of 32,Round of 32
2016,139,Oregon,1,Z01,1332,69,St Joseph's PA,8,Z08,1386,64,N,0,5,67,Round of 32,Round of 32
2016,139,Wisconsin,7,W07,1458,66,Xavier,2,W02,1462,63,N,0,3,67,Round of 32,Round of 32
2016,139,Texas A&M,3,Z03,1401,92,Northern Iowa,11,Z11,1320,88,N,2,4,67,Round of 32,Round of 32
2016,139,Syracuse,10,X10,1393,75,MTSU,15,X15,1292,50,N,0,25,67,Round of 32,Round of 32
2016,139,Villanova,2,Y02,1437,87,Iowa,7,Y07,1234,68,N,0,19,67,Round of 32,Round of 32
2016,139,Oklahoma,2,Z02,1328,85,VCU,10,Z10,1433,81,N,0,4,67,Round of 32,Round of 32
2016,139,Notre Dame,6,W06,1323,76,SF Austin,14,W14,1372,75,N,0,1,67,Round of 32,Round of 32
2016,143,Oklahoma,2,Z02,1328,77,Texas A&M,3,Z03,1401,63,N,0,14,67,Sweet 16,Sweet 16
2016,143,Oregon,1,Z01,1332,82,Duke,4,Z04,1181,68,N,0,14,67,Sweet 16,Sweet 16
2016,143,Kansas,1,Y01,1242,79,Maryland,5,Y05,1268,63,N,0,16,67,Sweet 16,Sweet 16
2016,143,Villanova,2,Y02,1437,92,Miami FL,3,Y03,1274,69,N,0,23,67,Sweet 16,Sweet 16
2016,144,Syracuse,10,X10,1393,63,Gonzaga,11,X11,1211,60,N,0,3,67,Sweet 16,Sweet 16
2016,144,Notre Dame,6,W06,1323,61,Wisconsin,7,W07,1458,56,N,0,5,67,Sweet 16,Sweet 16
2016,144,North Carolina,1,W01,1314,101,Indiana,5,W05,1231,86,N,0,15,67,Sweet 16,Sweet 16
2016,144,Virginia,1,X01,1438,84,Iowa St,4,X04,1235,71,N,0,13,67,Sweet 16,Sweet 16
2016,145,Villanova,2,Y02,1437,64,Kansas,1,Y01,1242,59,N,0,5,67,Elite Eight,Elite Eight
2016,145,Oklahoma,2,Z02,1328,80,Oregon,1,Z01,1332,68,N,0,12,67,Elite Eight,Elite Eight
2016,146,Syracuse,10,X10,1393,68,Virginia,1,X01,1438,62,N,0,6,67,Elite Eight,Elite Eight
2016,146,North Carolina,1,W01,1314,88,Notre Dame,6,W06,1323,74,N,0,14,67,Elite Eight,Elite Eight
2016,152,North Carolina,1,W01,1314,83,Syracuse,10,X10,1393,66,N,0,17,67,Final Four,Final Four
2016,152,Villanova,2,Y02,1437,95,Oklahoma,2,Z02,1328,51,N,0,44,67,Final Four,Final Four
2016,154,Villanova,2,Y02,1437,77,North Carolina,1,W01,1314,74,N,0,3,67,Championship,Championship
2017,134,Kansas St,11,Z11a,1243,95,Wake Forest,11,Z11b,1448,88,N,0,7,67,First Four,First Four
2017,134,Mt St Mary's,16,W16a,1291,67,New Orleans,16,W16b,1309,66,N,0,1,67,First Four,First Four
2017,135,USC,11,W11b,1425,75,Providence,11,W11a,1344,71,N,0,4,67,First Four,First Four
2017,135,UC Davis,16,Y16b,1413,67,NC Central,16,Y16a,1300,63,N,0,4,67,First Four,First Four
2017,136,Notre Dame,5,X05,1323,60,Princeton,12,X12,1343,58,N,0,2,67,Round of 64,Round of 64
2017,136,Arizona,2,X02,1112,100,North Dakota,15,X15,1315,82,N,0,18,67,Round of 64,Round of 64
2017,136,Florida St,3,X03,1199,86,FGCU,14,X14,1195,80,N,0,6,67,Round of 64,Round of 64
2017,136,West Virginia,4,X04,1452,86,Bucknell,13,X13,1137,80,N,0,6,67,Round of 64,Round of 64
2017,136,Gonzaga,1,X01,1211,66,S Dakota St,16,X16,1355,46,N,0,20,67,Round of 64,Round of 64
2017,136,Xavier,11,X11,1462,76,Maryland,6,X06,1268,65,N,0,11,67,Round of 64,Round of 64
2017,136,Villanova,1,W01,1437,76,Mt St Mary's,16,W16a,1291,56,N,0,20,67,Round of 64,Round of 64
2017,136,Virginia,5,W05,1438,76,UNC Wilmington,12,W12,1423,71,N,0,5,67,Round of 64,Round of 64
2017,136,Florida,4,W04,1196,80,ETSU,13,W13,1190,65,N,0,15,67,Round of 64,Round of 64
2017,136,Butler,4,Z04,1139,76,Winthrop,13,Z13,1457,64,N,0,12,67,Round of 64,Round of 64
2017,136,MTSU,12,Z12,1292,81,Minnesota,5,Z05,1278,72,N,0,9,67,Round of 64,Round of 64
2017,136,Wisconsin,8,W08,1458,84,Virginia Tech,9,W09,1439,74,N,0,10,67,Round of 64,Round of 64
2017,136,Iowa St,5,Y05,1235,84,Nevada,12,Y12,1305,73,N,0,11,67,Round of 64,Round of 64
2017,136,St Mary's CA,7,X07,1388,85,VCU,10,X10,1433,77,N,0,8,67,Round of 64,Round of 64
2017,136,Purdue,4,Y04,1345,80,Vermont,13,Y13,1436,70,N,0,10,67,Round of 64,Round of 64
2017,136,Northwestern,8,X08,1321,68,Vanderbilt,9,X09,1435,66,N,0,2,67,Round of 64,Round of 64
2017,137,USC,11,W11b,1425,66,SMU,6,W06,1374,65,N,0,1,67,Round of 64,Round of 64
2017,137,Michigan St,9,Y09,1277,78,Miami FL,8,Y08,1274,58,N,0,20,67,Round of 64,Round of 64
2017,137,Cincinnati,6,Z06,1153,75,Kansas St,11,Z11a,1243,61,N,0,14,67,Round of 64,Round of 64
2017,137,North Carolina,1,Z01,1314,103,TX Southern,16,Z16,1411,64,N,0,39,67,Round of 64,Round of 64
2017,137,Baylor,3,W03,1124,91,New Mexico St,14,W14,1308,73,N,0,18,67,Round of 64,Round of 64
2017,137,Oregon,3,Y03,1332,93,Iona,14,Y14,1233,77,N,0,16,67,Round of 64,Round of 64
2017,137,Duke,2,W02,1181,87,Troy,15,W15,1407,65,N,0,22,67,Round of 64,Round of 64
2017,137,Arkansas,8,Z08,1116,77,Seton Hall,9,Z09,1371,71,N,0,6,67,Round of 64,Round of 64
2017,137,Kansas,1,Y01,1242,100,UC Davis,16,Y16b,1413,62,N,0,38,67,Round of 64,Round of 64
2017,137,Kentucky,2,Z02,1246,79,N Kentucky,15,Z15,1297,70,N,0,9,67,Round of 64,Round of 64
2017,137,Wichita St,10,Z10,1455,64,Dayton,7,Z07,1173,58,N,0,6,67,Round of 64,Round of 64
2017,137,South Carolina,7,W07,1376,93,Marquette,10,W10,1266,73,N,0,20,67,Round of 64,Round of 64
2017,137,UCLA,3,Z03,1417,97,Kent,14,Z14,1245,80,N,0,17,67,Round of 64,Round of 64
2017,137,Louisville,2,Y02,1257,78,Jacksonville St,15,Y15,1240,63,N,0,15,67,Round of 64,Round of 64
2017,137,Michigan,7,Y07,1276,92,Oklahoma St,10,Y10,1329,91,N,0,1,67,Round of 64,Round of 64
2017,137,Rhode Island,11,Y11,1348,84,Creighton,6,Y06,1166,72,N,0,12,67,Round of 64,Round of 64
2017,138,Butler,4,Z04,1139,74,MTSU,12,Z12,1292,65,N,0,9,67,Round of 32,Round of 32
2017,138,Xavier,11,X11,1462,91,Florida St,3,X03,1199,66,N,0,25,67,Round of 32,Round of 32
2017,138,Florida,4,W04,1196,65,Virginia,5,W05,1438,39,N,0,26,67,Round of 32,Round of 32
2017,138,Arizona,2,X02,1112,69,St Mary's CA,7,X07,1388,60,N,0,9,67,Round of 32,Round of 32
2017,138,Wisconsin,8,W08,1458,65,Villanova,1,W01,1437,62,N,0,3,67,Round of 32,Round of 32
2017,138,West Virginia,4,X04,1452,83,Notre Dame,5,X05,1323,71,N,0,12,67,Round of 32,Round of 32
2017,138,Gonzaga,1,X01,1211,79,Northwestern,8,X08,1321,73,N,0,6,67,Round of 32,Round of 32
2017,138,Purdue,4,Y04,1345,80,Iowa St,5,Y05,1235,76,N,0,4,67,Round of 32,Round of 32
2017,139,North Carolina,1,Z01,1314,72,Arkansas,8,Z08,1116,65,N,0,7,67,Round of 32,Round of 32
2017,139,Oregon,3,Y03,1332,75,Rhode Island,11,Y11,1348,72,N,0,3,67,Round of 32,Round of 32
2017,139,Kansas,1,Y01,1242,90,Michigan St,9,Y09,1277,70,N,0,20,67,Round of 32,Round of 32
2017,139,Baylor,3,W03,1124,82,USC,11,W11b,1425,78,N,0,4,67,Round of 32,Round of 32
2017,139,Michigan,7,Y07,1276,73,Louisville,2,Y02,1257,69,N,0,4,67,Round of 32,Round of 32
2017,139,UCLA,3,Z03,1417,79,Cincinnati,6,Z06,1153,67,N,0,12,67,Round of 32,Round of 32
2017,139,South Carolina,7,W07,1376,88,Duke,2,W02,1181,81,N,0,7,67,Round of 32,Round of 32
2017,139,Kentucky,2,Z02,1246,65,Wichita St,10,Z10,1455,62,N,0,3,67,Round of 32,Round of 32
2017,143,Oregon,3,Y03,1332,69,Michigan,7,Y07,1276,68,N,0,1,67,Sweet 16,Sweet 16
2017,143,Gonzaga,1,X01,1211,61,West Virginia,4,X04,1452,58,N,0,3,67,Sweet 16,Sweet 16
2017,143,Xavier,11,X11,1462,73,Arizona,2,X02,1112,71,N,0,2,67,Sweet 16,Sweet 16
2017,143,Kansas,1,Y01,1242,98,Purdue,4,Y04,1345,66,N,0,32,67,Sweet 16,Sweet 16
2017,144,South Carolina,7,W07,1376,70,Baylor,3,W03,1124,50,N,0,20,67,Sweet 16,Sweet 16
2017,144,Florida,4,W04,1196,84,Wisconsin,8,W08,1458,83,N,1,1,67,Sweet 16,Sweet 16
2017,144,Kentucky,2,Z02,1246,86,UCLA,3,Z03,1417,75,N,0,11,67,Sweet 16,Sweet 16
2017,144,North Carolina,1,Z01,1314,92,Butler,4,Z04,1139,80,N,0,12,67,Sweet 16,Sweet 16
2017,145,Gonzaga,1,X01,1211,83,Xavier,11,X11,1462,59,N,0,24,67,Elite Eight,Elite Eight
2017,145,Oregon,3,Y03,1332,74,Kansas,1,Y01,1242,60,N,0,14,67,Elite Eight,Elite Eight
2017,146,North Carolina,1,Z01,1314,75,Kentucky,2,Z02,1246,73,N,0,2,67,Elite Eight,Elite Eight
2017,146,South Carolina,7,W07,1376,77,Florida,4,W04,1196,70,N,0,7,67,Elite Eight,Elite Eight
2017,152,North Carolina,1,Z01,1314,77,Oregon,3,Y03,1332,76,N,0,1,67,Final Four,Final Four
2017,152,Gonzaga,1,X01,1211,77,South Carolina,7,W07,1376,73,N,0,4,67,Final Four,Final Four
2017,154,North Carolina,1,Z01,1314,71,Gonzaga,1,X01,1211,65,N,0,6,67,Championship,Championship
2018,134,St Bonaventure,11,W11a,1382,65,UCLA,11,W11b,1417,58,N,0,7,67,First Four,First Four
2018,134,Radford,16,W16b,1347,71,LIU Brooklyn,16,W16a,1254,61,N,0,10,67,First Four,First Four
2018,135,TX Southern,16,Z16b,1411,64,NC Central,16,Z16a,1300,46,N,0,18,67,First Four,First Four
2018,135,Syracuse,11,X11b,1393,60,Arizona St,11,X11a,1113,56,N,0,4,67,First Four,First Four
2018,136,Alabama,9,W09,1104,86,Virginia Tech,8,W08,1439,83,N,0,3,67,Round of 64,Round of 64
2018,136,Kentucky,5,Y05,1246,78,Davidson,12,Y12,1172,73,N,0,5,67,Round of 64,Round of 64
2018,136,Ohio St,5,Z05,1326,81,S Dakota St,12,Z12,1355,73,N,0,8,67,Round of 64,Round of 64
2018,136,Seton Hall,8,X08,1371,94,NC State,9,X09,1301,83,N,0,11,67,Round of 64,Round of 64
2018,136,Gonzaga,4,Z04,1211,68,UNC Greensboro,13,Z13,1422,64,N,0,4,67,Round of 64,Round of 64
2018,136,Tennessee,3,Y03,1397,73,Wright St,14,Y14,1460,47,N,0,26,67,Round of 64,Round of 64
2018,136,Houston,6,Z06,1222,67,San Diego St,11,Z11,1361,65,N,0,2,67,Round of 64,Round of 64
2018,136,Buffalo,13,Y13,1138,89,Arizona,4,Y04,1112,68,N,0,21,67,Round of 64,Round of 64
2018,136,Loyola-Chicago,11,Y11,1260,64,Miami FL,6,Y06,1274,62,N,0,2,67,Round of 64,Round of 64
2018,136,Texas Tech,3,W03,1403,70,SF Austin,14,W14,1372,60,N,0,10,67,Round of 64,Round of 64
2018,136,Rhode Island,7,X07,1348,83,Oklahoma,10,X10,1328,78,N,1,5,67,Round of 64,Round of 64
2018,136,Kansas,1,X01,1242,76,Penn,16,X16,1335,60,N,0,16,67,Round of 64,Round of 64
2018,136,Florida,6,W06,1196,77,St Bonaventure,11,W11a,1382,62,N,0,15,67,Round of 64,Round of 64
2018,136,Michigan,3,Z03,1276,61,Montana,14,Z14,1285,47,N,0,14,67,Round of 64,Round of 64
2018,136,Duke,2,X02,1181,89,Iona,15,X15,1233,67,N,0,22,67,Round of 64,Round of 64
2018,136,Villanova,1,W01,1437,87,Radford,16,W16b,1347,61,N,0,26,67,Round of 64,Round of 64
2018,137,Xavier,1,Z01,1462,102,TX Southern,16,Z16b,1411,83,N,0,19,67,Round of 64,Round of 64
2018,137,Texas A&M,7,Z07,1401,73,Providence,10,Z10,1344,69,N,0,4,67,Round of 64,Round of 64
2018,137,Florida St,9,Z09,1199,67,Missouri,8,Z08,1281,54,N,0,13,67,Round of 64,Round of 64
2018,137,Michigan St,3,X03,1277,82,Bucknell,14,X14,1137,78,N,0,4,67,Round of 64,Round of 64
2018,137,West Virginia,5,W05,1452,85,Murray St,12,W12,1293,68,N,0,17,67,Round of 64,Round of 64
2018,137,Marshall,13,W13,1267,81,Wichita St,4,W04,1455,75,N,0,6,67,Round of 64,Round of 64
2018,137,Butler,10,W10,1139,79,Arkansas,7,W07,1116,62,N,0,17,67,Round of 64,Round of 64
2018,137,UMBC,16,Y16,1420,74,Virginia,1,Y01,1438,54,N,0,20,67,Round of 64,Round of 64
2018,137,Kansas St,9,Y09,1243,69,Creighton,8,Y08,1166,59,N,0,10,67,Round of 64,Round of 64
2018,137,Purdue,2,W02,1345,74,CS Fullerton,15,W15,1168,48,N,0,26,67,Round of 64,Round of 64
2018,137,North Carolina,2,Z02,1314,84,Lipscomb,15,Z15,1252,66,N,0,18,67,Round of 64,Round of 64
2018,137,Nevada,7,Y07,1305,87,Texas,10,Y10,1400,83,N,1,4,67,Round of 64,Round of 64
2018,137,Syracuse,11,X11b,1393,57,TCU,6,X06,1395,52,N,0,5,67,Round of 64,Round of 64
2018,137,Auburn,4,X04,1120,62,Col Charleston,13,X13,1158,58,N,0,4,67,Round of 64,Round of 64
2018,137,Clemson,5,X05,1155,79,New Mexico St,12,X12,1308,68,N,0,11,67,Round of 64,Round of 64
2018,137,Cincinnati,2,Y02,1153,68,Georgia St,15,Y15,1209,53,N,0,15,67,Round of 64,Round of 64
2018,138,Duke,2,X02,1181,87,Rhode Island,7,X07,1348,62,N,0,25,67,Round of 32,Round of 32
2018,138,Kentucky,5,Y05,1246,95,Buffalo,13,Y13,1138,75,N,0,20,67,Round of 32,Round of 32
2018,138,Kansas,1,X01,1242,83,Seton Hall,8,X08,1371,79,N,0,4,67,Round of 32,Round of 32
2018,138,Loyola-Chicago,11,Y11,1260,63,Tennessee,3,Y03,1397,62,N,0,1,67,Round of 32,Round of 32
2018,138,Villanova,1,W01,1437,81,Alabama,9,W09,1104,58,N,0,23,67,Round of 32,Round of 32
2018,138,Gonzaga,4,Z04,1211,90,Ohio St,5,Z05,1326,84,N,0,6,67,Round of 32,Round of 32
2018,138,Texas Tech,3,W03,1403,69,Florida,6,W06,1196,66,N,0,3,67,Round of 32,Round of 32
2018,138,Michigan,3,Z03,1276,64,Houston,6,Z06,1222,63,N,0,1,67,Round of 32,Round of 32
2018,139,Syracuse,11,X11b,1393,55,Michigan St,3,X03,1277,53,N,0,2,67,Round of 32,Round of 32
2018,139,Florida St,9,Z09,1199,75,Xavier,1,Z01,1462,70,N,0,5,67,Round of 32,Round of 32
2018,139,West Virginia,5,W05,1452,94,Marshall,13,W13,1267,71,N,0,23,67,Round of 32,Round of 32
2018,139,Clemson,5,X05,1155,84,Auburn,4,X04,1120,53,N,0,31,67,Round of 32,Round of 32
2018,139,Purdue,2,W02,1345,76,Butler,10,W10,1139,73,N,0,3,67,Round of 32,Round of 32
2018,139,Kansas St,9,Y09,1243,50,UMBC,16,Y16,1420,43,N,0,7,67,Round of 32,Round of 32
2018,139,Nevada,7,Y07,1305,75,Cincinnati,2,Y02,1153,73,N,0,2,67,Round of 32,Round of 32
2018,139,Texas A&M,7,Z07,1401,86,North Carolina,2,Z02,1314,65,N,0,21,67,Round of 32,Round of 32
2018,143,Loyola-Chicago,11,Y11,1260,69,Nevada,7,Y07,1305,68,N,0,1,67,Sweet 16,Sweet 16
2018,143,Michigan,3,Z03,1276,99,Texas A&M,7,Z07,1401,72,N,0,27,67,Sweet 16,Sweet 16
2018,143,Kansas St,9,Y09,1243,61,Kentucky,5,Y05,1246,58,N,0,3,67,Sweet 16,Sweet 16
2018,143,Florida St,9,Z09,1199,75,Gonzaga,4,Z04,1211,60,N,0,15,67,Sweet 16,Sweet 16
2018,144,Duke,2,X02,1181,69,Syracuse,11,X11b,1393,65,N,0,4,67,Sweet 16,Sweet 16
2018,144,Texas Tech,3,W03,1403,78,Purdue,2,W02,1345,65,N,0,13,67,Sweet 16,Sweet 16
2018,144,Villanova,1,W01,1437,90,West Virginia,5,W05,1452,78,N,0,12,67,Sweet 16,Sweet 16
2018,144,Kansas,1,X01,1242,80,Clemson,5,X05,1155,76,N,0,4,67,Sweet 16,Sweet 16
2018,145,Michigan,3,Z03,1276,58,Florida St,9,Z09,1199,54,N,0,4,67,Elite Eight,Elite Eight
2018,145,Loyola-Chicago,11,Y11,1260,78,Kansas St,9,Y09,1243,62,N,0,16,67,Elite Eight,Elite Eight
2018,146,Kansas,1,X01,1242,85,Duke,2,X02,1181,81,N,1,4,67,Elite Eight,Elite Eight
2018,146,Villanova,1,W01,1437,71,Texas Tech,3,W03,1403,59,N,0,12,67,Elite Eight,Elite Eight
2018,152,Michigan,3,Z03,1276,69,Loyola-Chicago,11,Y11,1260,57,N,0,12,67,Final Four,Final Four
2018,152,Villanova,1,W01,1437,95,Kansas,1,X01,1242,79,N,0,16,67,Final Four,Final Four
2018,154,Villanova,1,W01,1437,79,Michigan,3,Z03,1276,62,N,0,17,67,Championship,Championship
2019,134,Belmont,11,W11a,1125,81,Temple,11,W11b,1396,70,N,0,11,67,First Four,First Four
2019,134,F Dickinson,16,X16a,1192,82,Prairie View,16,X16b,1341,76,N,0,6,67,First Four,First Four
2019,135,Arizona St,11,X11a,1113,74,St John's,11,X11b,1385,65,N,0,9,67,First Four,First Four
2019,135,N Dakota St,16,W16a,1295,78,NC Central,16,W16b,1300,74,N,0,4,67,First Four,First Four
2019,136,Purdue,3,Z03,1345,61,Old Dominion,14,Z14,1330,48,N,0,13,67,Round of 64,Round of 64
2019,136,Florida St,4,X04,1199,76,Vermont,13,X13,1436,69,N,0,7,67,Round of 64,Round of 64
2019,136,Baylor,9,X09,1124,78,Syracuse,8,X08,1393,69,N,0,9,67,Round of 64,Round of 64
2019,136,Kansas,4,Y04,1242,87,Northeastern,13,Y13,1318,53,N,0,34,67,Round of 64,Round of 64
2019,136,Maryland,6,W06,1268,79,Belmont,11,W11a,1125,77,N,0,2,67,Round of 64,Round of 64
2019,136,Michigan St,2,W02,1277,76,Bradley,15,W15,1133,65,N,0,11,67,Round of 64,Round of 64
2019,136,Florida,10,X10,1196,70,Nevada,7,X07,1305,61,N,0,9,67,Round of 64,Round of 64
2019,136,Murray St,12,X12,1293,83,Marquette,5,X05,1266,64,N,0,19,67,Round of 64,Round of 64
2019,136,Wofford,7,Y07,1459,84,Seton Hall,10,Y10,1371,68,N,0,16,67,Round of 64,Round of 64
2019,136,LSU,3,W03,1261,79,Yale,14,W14,1463,74,N,0,5,67,Round of 64,Round of 64
2019,136,Minnesota,10,W10,1278,86,Louisville,7,W07,1257,76,N,0,10,67,Round of 64,Round of 64
2019,136,Gonzaga,1,X01,1211,87,F Dickinson,16,X16a,1192,49,N,0,38,67,Round of 64,Round of 64
2019,136,Michigan,2,X02,1276,74,Montana,15,X15,1285,55,N,0,19,67,Round of 64,Round of 64
2019,136,Auburn,5,Y05,1120,78,New Mexico St,12,Y12,1308,77,N,0,1,67,Round of 64,Round of 64
2019,136,Kentucky,2,Y02,1246,79,Abilene Chr,15,Y15,1101,44,N,0,35,67,Round of 64,Round of 64
2019,136,Villanova,6,Z06,1437,61,St Mary's CA,11,Z11,1388,57,N,0,4,67,Round of 64,Round of 64
2019,137,Buffalo,6,X06,1138,91,Arizona St,11,X11a,1113,74,N,0,17,67,Round of 64,Round of 64
2019,137,Duke,1,W01,1181,85,N Dakota St,16,W16a,1295,62,N,0,23,67,Round of 64,Round of 64
2019,137,Oklahoma,9,Z09,1328,95,Mississippi,8,Z08,1279,72,N,0,23,67,Round of 64,Round of 64
2019,137,Oregon,12,Z12,1332,72,Wisconsin,5,Z05,1458,54,N,0,18,67,Round of 64,Round of 64
2019,137,Liberty,12,W12,1251,80,Mississippi St,5,W05,1280,76,N,0,4,67,Round of 64,Round of 64
2019,137,North Carolina,1,Y01,1314,88,Iona,16,Y16,1233,73,N,0,15,67,Round of 64,Round of 64
2019,137,Ohio St,11,Y11,1326,62,Iowa St,6,Y06,1235,59,N,0,3,67,Round of 64,Round of 64
2019,137,Texas Tech,3,X03,1403,72,N Kentucky,14,X14,1297,57,N,0,15,67,Round of 64,Round of 64
2019,137,Iowa,10,Z10,1234,79,Cincinnati,7,Z07,1153,72,N,0,7,67,Round of 64,Round of 64
2019,137,Tennessee,2,Z02,1397,77,Colgate,15,Z15,1159,70,N,0,7,67,Round of 64,Round of 64
2019,137,Washington,9,Y09,1449,78,Utah St,8,Y08,1429,61,N,0,17,67,Round of 64,Round of 64
2019,137,Virginia,1,Z01,1438,71,Gardner Webb,16,Z16,1205,56,N,0,15,67,Round of 64,Round of 64
2019,137,Virginia Tech,4,W04,1439,66,St Louis,13,W13,1387,52,N,0,14,67,Round of 64,Round of 64
2019,137,UC Irvine,13,Z13,1414,70,Kansas St,4,Z04,1243,64,N,0,6,67,Round of 64,Round of 64
2019,137,UCF,9,W09,1416,73,VCU,8,W08,1433,58,N,0,15,67,Round of 64,Round of 64
2019,137,Houston,3,Y03,1222,84,Georgia St,14,Y14,1209,55,N,0,29,67,Round of 64,Round of 64
2019,138,Kentucky,2,Y02,1246,62,Wofford,7,Y07,1459,56,N,0,6,67,Round of 32,Round of 32
2019,138,Gonzaga,1,X01,1211,83,Baylor,9,X09,1124,71,N,0,12,67,Round of 32,Round of 32
2019,138,Michigan,2,X02,1276,64,Florida,10,X10,1196,49,N,0,15,67,Round of 32,Round of 32
2019,138,Purdue,3,Z03,1345,87,Villanova,6,Z06,1437,61,N,0,26,67,Round of 32,Round of 32
2019,138,Auburn,5,Y05,1120,89,Kansas,4,Y04,1242,75,N,0,14,67,Round of 32,Round of 32
2019,138,Florida St,4,X04,1199,90,Murray St,12,X12,1293,62,N,0,28,67,Round of 32,Round of 32
2019,138,Michigan St,2,W02,1277,70,Minnesota,10,W10,1278,50,N,0,20,67,Round of 32,Round of 32
2019,138,LSU,3,W03,1261,69,Maryland,6,W06,1268,67,N,0,2,67,Round of 32,Round of 32
2019,139,Texas Tech,3,X03,1403,78,Buffalo,6,X06,1138,58,N,0,20,67,Round of 32,Round of 32
2019,139,Houston,3,Y03,1222,74,Ohio St,11,Y11,1326,59,N,0,15,67,Round of 32,Round of 32
2019,139,Oregon,12,Z12,1332,73,UC Irvine,13,Z13,1414,54,N,0,19,67,Round of 32,Round of 32
2019,139,Tennessee,2,Z02,1397,83,Iowa,10,Z10,1234,77,N,1,6,67,Round of 32,Round of 32
2019,139,Virginia Tech,4,W04,1439,67,Liberty,12,W12,1251,58,N,0,9,67,Round of 32,Round of 32
2019,139,Virginia,1,Z01,1438,63,Oklahoma,9,Z09,1328,51,N,0,12,67,Round of 32,Round of 32
2019,139,Duke,1,W01,1181,77,UCF,9,W09,1416,76,N,0,1,67,Round of 32,Round of 32
2019,139,North Carolina,1,Y01,1314,81,Washington,9,Y09,1449,59,N,0,22,67,Round of 32,Round of 32
2019,143,Virginia,1,Z01,1438,53,Oregon,12,Z12,1332,49,N,0,4,67,Sweet 16,Sweet 16
2019,143,Purdue,3,Z03,1345,99,Tennessee,2,Z02,1397,94,N,1,5,67,Sweet 16,Sweet 16
2019,143,Texas Tech,3,X03,1403,63,Michigan,2,X02,1276,44,N,0,19,67,Sweet 16,Sweet 16
2019,143,Gonzaga,1,X01,1211,72,Florida St,4,X04,1199,58,N,0,14,67,Sweet 16,Sweet 16
2019,144,Michigan St,2,W02,1277,80,LSU,3,W03,1261,63,N,0,17,67,Sweet 16,Sweet 16
