season,season_type,week,poll,rank,school,conference,first_place_votes
2014,regular,13,FCS Coaches Poll,4,North Dakota State,MVFC,1
2014,regular,13,FCS Coaches Poll,5,Eastern Washington,Big Sky,0
2014,regular,13,FCS Coaches Poll,6,Villanova,CAA,0
2014,regular,13,FCS Coaches Poll,7,Illinois State,MVFC,0
2014,regular,13,FCS Coaches Poll,8,Fordham,Patriot,0
2014,regular,13,FCS Coaches Poll,9,Chattanooga,Southern,0
2014,regular,13,FCS Coaches Poll,10,SE Louisiana,Southland,0
2014,regular,13,FCS Coaches Poll,11,Northern Iowa,MVFC,0
2014,regular,13,FCS Coaches Poll,12,Montana State,Big Sky,0
2014,regular,13,FCS Coaches Poll,13,Montana,Big Sky,0
2014,regular,13,FCS Coaches Poll,14,Harvard,Ivy,0
2014,regular,13,FCS Coaches Poll,15,South Dakota State,MVFC,0
2014,regular,13,FCS Coaches Poll,16,Eastern Kentucky,OVC,0
2014,regular,13,FCS Coaches Poll,17,McNeese,Southland,0
2014,regular,13,FCS Coaches Poll,18,Indiana State,MVFC,0
2014,regular,13,FCS Coaches Poll,19,William & Mary,CAA,0
2014,regular,13,FCS Coaches Poll,20,Youngstown State,MVFC,0
2014,regular,13,FCS Coaches Poll,21,Richmond,CAA,0
2014,regular,13,FCS Coaches Poll,22,James Madison,CAA,0
2014,regular,13,FCS Coaches Poll,23,Alcorn State,SWAC,0
2014,regular,13,FCS Coaches Poll,24,Bethune-Cookman,MEAC,0
2014,regular,13,FCS Coaches Poll,25,Sacred Heart,NEC,0
2014,regular,13,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,29
2014,regular,13,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,0
2014,regular,13,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,1
2014,regular,13,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,1
2014,regular,13,AFCA Division II Coaches Poll,5,Pittsburg St,Mid America,0
2014,regular,13,AFCA Division II Coaches Poll,6,Northwest Missouri St,Mid America,0
2014,regular,13,AFCA Division II Coaches Poll,7,Ouachita Baptist,Great American,0
2014,regular,13,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,13,AFCA Division II Coaches Poll,9,Ohio Dominican,GLIAC,0
2014,regular,13,AFCA Division II Coaches Poll,10,Concord University,Mountain East,0
2014,regular,13,AFCA Division II Coaches Poll,11,Delta State,Gulf South,0
2014,regular,13,AFCA Division II Coaches Poll,12,North Alabama,Gulf South,0
2014,regular,13,AFCA Division II Coaches Poll,13,Harding University,Great American,0
2014,regular,13,AFCA Division II Coaches Poll,14,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,13,AFCA Division II Coaches Poll,15,West Chester,Pennsylvania State Athletic,0
2014,regular,13,AFCA Division II Coaches Poll,16,Sioux Falls,Northern Sun,0
2014,regular,13,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,0
2014,regular,13,AFCA Division II Coaches Poll,18,Michigan Tech,GLIAC,0
2014,regular,13,AFCA Division II Coaches Poll,19,Azusa Pacific,Great Northwest,0
2014,regular,13,AFCA Division II Coaches Poll,20,Winston-Salem,CIAA,0
2014,regular,13,AFCA Division II Coaches Poll,21,Valdosta State,Gulf South,0
2014,regular,13,AFCA Division II Coaches Poll,22,Henderson State,Great American,0
2014,regular,13,AFCA Division II Coaches Poll,23,Virginia St,CIAA,0
2014,regular,13,AFCA Division II Coaches Poll,23,Angelo State,Lone Star,0
2014,regular,13,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,0
2014,regular,14,Playoff Committee Rankings,1,Alabama,SEC,0
2014,regular,14,Playoff Committee Rankings,2,Oregon,Pac-12,0
2014,regular,14,Playoff Committee Rankings,3,Florida State,ACC,0
2014,regular,14,Playoff Committee Rankings,4,Mississippi State,SEC,0
2014,regular,14,Playoff Committee Rankings,5,TCU,Big 12,0
2014,regular,14,Playoff Committee Rankings,6,Ohio State,Big Ten,0
2014,regular,14,Playoff Committee Rankings,7,Baylor,Big 12,0
2014,regular,14,Playoff Committee Rankings,8,UCLA,Pac-12,0
2014,regular,14,Playoff Committee Rankings,9,Georgia,SEC,0
2014,regular,14,Playoff Committee Rankings,10,Michigan State,Big Ten,0
2014,regular,14,Playoff Committee Rankings,11,Arizona,Pac-12,0
2014,regular,14,Playoff Committee Rankings,12,Kansas State,Big 12,0
2014,regular,14,Playoff Committee Rankings,13,Arizona State,Pac-12,0
2014,regular,14,Playoff Committee Rankings,14,Wisconsin,Big Ten,0
2014,regular,14,Playoff Committee Rankings,15,Auburn,SEC,0
2014,regular,14,Playoff Committee Rankings,16,Georgia Tech,ACC,0
2014,regular,14,Playoff Committee Rankings,17,Missouri,SEC,0
2014,regular,14,Playoff Committee Rankings,18,Minnesota,Big Ten,0
2014,regular,14,Playoff Committee Rankings,19,Ole Miss,SEC,0
2014,regular,14,Playoff Committee Rankings,20,Oklahoma,Big 12,0
2014,regular,14,Playoff Committee Rankings,21,Clemson,ACC,0
2014,regular,14,Playoff Committee Rankings,22,Louisville,ACC,0
2014,regular,14,Playoff Committee Rankings,23,Boise State,Mountain West,0
2014,regular,14,Playoff Committee Rankings,24,Marshall,Conference USA,0
2014,regular,14,Playoff Committee Rankings,25,Utah,Pac-12,0
2014,regular,14,AP Top 25,1,Florida State,ACC,37
2014,regular,14,AP Top 25,2,Alabama,SEC,21
2014,regular,14,AP Top 25,3,Oregon,Pac-12,2
2014,regular,14,AP Top 25,4,Mississippi State,SEC,0
2014,regular,14,AP Top 25,5,Baylor,Big 12,0
2014,regular,14,AP Top 25,6,TCU,Big 12,0
2014,regular,14,AP Top 25,7,Ohio State,Big Ten,0
2014,regular,14,AP Top 25,8,Georgia,SEC,0
2014,regular,14,AP Top 25,9,UCLA,Pac-12,0
2014,regular,14,AP Top 25,10,Michigan State,Big Ten,0
2014,regular,14,AP Top 25,11,Kansas State,Big 12,0
2014,regular,14,AP Top 25,12,Arizona,Pac-12,0
2014,regular,14,AP Top 25,13,Arizona State,Pac-12,0
2014,regular,14,AP Top 25,14,Wisconsin,Big Ten,0
2014,regular,14,AP Top 25,15,Auburn,SEC,0
2014,regular,14,AP Top 25,16,Georgia Tech,ACC,0
2014,regular,14,AP Top 25,17,Missouri,SEC,0
2014,regular,14,AP Top 25,18,Ole Miss,SEC,0
2014,regular,14,AP Top 25,19,Marshall,Conference USA,0
2014,regular,14,AP Top 25,20,Oklahoma,Big 12,0
2014,regular,14,AP Top 25,21,Colorado State,Mountain West,0
2014,regular,14,AP Top 25,22,Minnesota,Big Ten,0
2014,regular,14,AP Top 25,23,Clemson,ACC,0
2014,regular,14,AP Top 25,24,Louisville,ACC,0
2014,regular,14,AP Top 25,25,Boise State,Mountain West,0
2014,regular,14,Coaches Poll,1,Alabama,SEC,25
2014,regular,14,Coaches Poll,2,Florida State,ACC,30
2014,regular,14,Coaches Poll,3,Oregon,Pac-12,6
2014,regular,14,Coaches Poll,4,Mississippi State,SEC,0
2014,regular,14,Coaches Poll,5,TCU,Big 12,0
2014,regular,14,Coaches Poll,6,Baylor,Big 12,0
2014,regular,14,Coaches Poll,7,Ohio State,Big Ten,0
2014,regular,14,Coaches Poll,8,Michigan State,Big Ten,0
2014,regular,14,Coaches Poll,9,Georgia,SEC,0
2014,regular,14,Coaches Poll,10,UCLA,Pac-12,0
2014,regular,14,Coaches Poll,11,Kansas State,Big 12,0
2014,regular,14,Coaches Poll,12,Arizona,Pac-12,0
2014,regular,14,Coaches Poll,13,Arizona State,Pac-12,0
2014,regular,14,Coaches Poll,14,Wisconsin,Big Ten,0
2014,regular,14,Coaches Poll,15,Georgia Tech,ACC,0
2014,regular,14,Coaches Poll,16,Auburn,SEC,0
2014,regular,14,Coaches Poll,17,Missouri,SEC,0
2014,regular,14,Coaches Poll,18,Oklahoma,Big 12,0
2014,regular,14,Coaches Poll,19,Ole Miss,SEC,0
2014,regular,14,Coaches Poll,20,Marshall,Conference USA,0
2014,regular,14,Coaches Poll,21,Colorado State,Mountain West,0
2014,regular,14,Coaches Poll,22,Minnesota,Big Ten,0
2014,regular,14,Coaches Poll,23,Louisville,ACC,0
2014,regular,14,Coaches Poll,24,Clemson,ACC,0
2014,regular,14,Coaches Poll,25,Boise State,Mountain West,0
2014,regular,14,FCS Coaches Poll,1,New Hampshire,CAA,20
2014,regular,14,FCS Coaches Poll,2,Jacksonville State,OVC,1
2014,regular,14,FCS Coaches Poll,3,North Dakota State,MVFC,4
2014,regular,14,FCS Coaches Poll,4,Eastern Washington,Big Sky,0
2014,regular,14,FCS Coaches Poll,5,Villanova,CAA,0
2014,regular,14,FCS Coaches Poll,6,Coastal Carolina,Big South,1
2014,regular,14,FCS Coaches Poll,7,Illinois State,MVFC,0
2014,regular,14,FCS Coaches Poll,8,Chattanooga,Southern,0
2014,regular,14,FCS Coaches Poll,9,SE Louisiana,Southland,0
2014,regular,14,FCS Coaches Poll,10,Northern Iowa,MVFC,0
2014,regular,14,FCS Coaches Poll,11,Montana,Big Sky,0
2014,regular,14,FCS Coaches Poll,12,Fordham,Patriot,0
2014,regular,14,FCS Coaches Poll,13,South Dakota State,MVFC,0
2014,regular,14,FCS Coaches Poll,14,Harvard,Ivy,0
2014,regular,14,FCS Coaches Poll,15,James Madison,CAA,0
2014,regular,14,FCS Coaches Poll,16,Richmond,CAA,0
2014,regular,14,FCS Coaches Poll,17,Montana State,Big Sky,0
2014,regular,14,FCS Coaches Poll,18,Eastern Kentucky,OVC,0
2014,regular,14,FCS Coaches Poll,19,Sam Houston,Southland,0
2014,regular,14,FCS Coaches Poll,20,Bethune-Cookman,MEAC,0
2014,regular,14,FCS Coaches Poll,21,Indiana State,MVFC,0
2014,regular,14,FCS Coaches Poll,22,Sacred Heart,NEC,0
2014,regular,14,FCS Coaches Poll,23,Liberty,Big South,0
2014,regular,14,FCS Coaches Poll,24,William & Mary,CAA,0
2014,regular,14,FCS Coaches Poll,25,Youngstown State,MVFC,0
2014,regular,14,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,29
2014,regular,14,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,0
2014,regular,14,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,1
2014,regular,14,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,1
2014,regular,14,AFCA Division II Coaches Poll,5,Pittsburg St,Mid America,0
2014,regular,14,AFCA Division II Coaches Poll,6,Northwest Missouri St,Mid America,0
2014,regular,14,AFCA Division II Coaches Poll,7,Ouachita Baptist,Great American,0
2014,regular,14,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,14,AFCA Division II Coaches Poll,9,Ohio Dominican,GLIAC,0
2014,regular,14,AFCA Division II Coaches Poll,10,Concord University,Mountain East,0
2014,regular,14,AFCA Division II Coaches Poll,11,Delta State,Gulf South,0
2014,regular,14,AFCA Division II Coaches Poll,12,North Alabama,Gulf South,0
2014,regular,14,AFCA Division II Coaches Poll,13,Harding University,Great American,0
2014,regular,14,AFCA Division II Coaches Poll,14,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,14,AFCA Division II Coaches Poll,15,West Chester,Pennsylvania State Athletic,0
2014,regular,14,AFCA Division II Coaches Poll,16,Sioux Falls,Northern Sun,0
2014,regular,14,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,0
2014,regular,14,AFCA Division II Coaches Poll,18,Michigan Tech,GLIAC,0
2014,regular,14,AFCA Division II Coaches Poll,19,Azusa Pacific,Great Northwest,0
2014,regular,14,AFCA Division II Coaches Poll,20,Winston-Salem,CIAA,0
2014,regular,14,AFCA Division II Coaches Poll,21,Valdosta State,Gulf South,0
2014,regular,14,AFCA Division II Coaches Poll,22,Henderson State,Great American,0
2014,regular,14,AFCA Division II Coaches Poll,23,Virginia St,CIAA,0
2014,regular,14,AFCA Division II Coaches Poll,23,Angelo State,Lone Star,0
2014,regular,14,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,0
2014,regular,15,Playoff Committee Rankings,1,Alabama,SEC,0
2014,regular,15,Playoff Committee Rankings,2,Oregon,Pac-12,0
2014,regular,15,Playoff Committee Rankings,3,TCU,Big 12,0
2014,regular,15,Playoff Committee Rankings,4,Florida State,ACC,0
2014,regular,15,Playoff Committee Rankings,5,Ohio State,Big Ten,0
2014,regular,15,Playoff Committee Rankings,6,Baylor,Big 12,0
2014,regular,15,Playoff Committee Rankings,7,Arizona,Pac-12,0
2014,regular,15,Playoff Committee Rankings,8,Michigan State,Big Ten,0
2014,regular,15,Playoff Committee Rankings,9,Kansas State,Big 12,0
2014,regular,15,Playoff Committee Rankings,10,Mississippi State,SEC,0
2014,regular,15,Playoff Committee Rankings,11,Georgia Tech,ACC,0
2014,regular,15,Playoff Committee Rankings,12,Ole Miss,SEC,0
2014,regular,15,Playoff Committee Rankings,13,Wisconsin,Big Ten,0
2014,regular,15,Playoff Committee Rankings,14,Georgia,SEC,0
2014,regular,15,Playoff Committee Rankings,15,UCLA,Pac-12,0
2014,regular,15,Playoff Committee Rankings,16,Missouri,SEC,0
2014,regular,15,Playoff Committee Rankings,17,Arizona State,Pac-12,0
2014,regular,15,Playoff Committee Rankings,18,Clemson,ACC,0
2014,regular,15,Playoff Committee Rankings,19,Auburn,SEC,0
2014,regular,15,Playoff Committee Rankings,20,Oklahoma,Big 12,0
2014,regular,15,Playoff Committee Rankings,21,Louisville,ACC,0
2014,regular,15,Playoff Committee Rankings,22,Boise State,Mountain West,0
2014,regular,15,Playoff Committee Rankings,23,Utah,Pac-12,0
2014,regular,15,Playoff Committee Rankings,24,LSU,SEC,0
2014,regular,15,Playoff Committee Rankings,25,USC,Pac-12,0
2014,regular,15,AP Top 25,1,Alabama,SEC,25
2014,regular,15,AP Top 25,2,Florida State,ACC,29
2014,regular,15,AP Top 25,3,Oregon,Pac-12,5
2014,regular,15,AP Top 25,4,TCU,Big 12,0
2014,regular,15,AP Top 25,5,Baylor,Big 12,0
2014,regular,15,AP Top 25,6,Ohio State,Big Ten,0
2014,regular,15,AP Top 25,7,Michigan State,Big Ten,0
2014,regular,15,AP Top 25,8,Arizona,Pac-12,0
2014,regular,15,AP Top 25,9,Kansas State,Big 12,0
2014,regular,15,AP Top 25,10,Mississippi State,SEC,0
2014,regular,15,AP Top 25,11,Wisconsin,Big Ten,0
2014,regular,15,AP Top 25,12,Georgia Tech,ACC,0
2014,regular,15,AP Top 25,13,Ole Miss,SEC,0
2014,regular,15,AP Top 25,14,Missouri,SEC,0
2014,regular,15,AP Top 25,15,Georgia,SEC,0
2014,regular,15,AP Top 25,16,UCLA,Pac-12,0
2014,regular,15,AP Top 25,17,Arizona State,Pac-12,0
2014,regular,15,AP Top 25,18,Oklahoma,Big 12,0
2014,regular,15,AP Top 25,19,Clemson,ACC,0
2014,regular,15,AP Top 25,20,Auburn,SEC,0
2014,regular,15,AP Top 25,21,Louisville,ACC,0
2014,regular,15,AP Top 25,22,Boise State,Mountain West,0
2014,regular,15,AP Top 25,23,LSU,SEC,0
2014,regular,15,AP Top 25,24,Utah,Pac-12,0
2014,regular,15,AP Top 25,25,Nebraska,Big Ten,0
2014,regular,15,Coaches Poll,1,Alabama,SEC,28
2014,regular,15,Coaches Poll,2,Florida State,ACC,28
2014,regular,15,Coaches Poll,3,Oregon,Pac-12,6
2014,regular,15,Coaches Poll,4,TCU,Big 12,0
2014,regular,15,Coaches Poll,5,Baylor,Big 12,0
2014,regular,15,Coaches Poll,6,Ohio State,Big Ten,0
2014,regular,15,Coaches Poll,7,Michigan State,Big Ten,0
2014,regular,15,Coaches Poll,8,Arizona,Pac-12,0
2014,regular,15,Coaches Poll,9,Kansas State,Big 12,0
2014,regular,15,Coaches Poll,10,Mississippi State,SEC,0
2014,regular,15,Coaches Poll,11,Wisconsin,Big Ten,0
2014,regular,15,Coaches Poll,12,Georgia Tech,ACC,0
2014,regular,15,Coaches Poll,13,Missouri,SEC,0
2014,regular,15,Coaches Poll,14,Ole Miss,SEC,0
2014,regular,15,Coaches Poll,15,Georgia,SEC,0
2014,regular,15,Coaches Poll,16,Oklahoma,Big 12,0
2014,regular,15,Coaches Poll,17,UCLA,Pac-12,0
2014,regular,15,Coaches Poll,18,Arizona State,Pac-12,0
2014,regular,15,Coaches Poll,19,Clemson,ACC,0
2014,regular,15,Coaches Poll,20,Louisville,ACC,0
2014,regular,15,Coaches Poll,21,Auburn,SEC,0
2014,regular,15,Coaches Poll,22,Boise State,Mountain West,0
2014,regular,15,Coaches Poll,23,Nebraska,Big Ten,0
2014,regular,15,Coaches Poll,24,LSU,SEC,0
2014,regular,15,Coaches Poll,25,Minnesota,Big Ten,0
2014,regular,15,FCS Coaches Poll,1,New Hampshire,CAA,20
2014,regular,15,FCS Coaches Poll,2,Jacksonville State,OVC,1
2014,regular,15,FCS Coaches Poll,3,North Dakota State,MVFC,4
2014,regular,15,FCS Coaches Poll,4,Eastern Washington,Big Sky,0
2014,regular,15,FCS Coaches Poll,5,Villanova,CAA,0
2014,regular,15,FCS Coaches Poll,6,Coastal Carolina,Big South,1
2014,regular,15,FCS Coaches Poll,7,Illinois State,MVFC,0
2014,regular,15,FCS Coaches Poll,8,Chattanooga,Southern,0
2014,regular,15,FCS Coaches Poll,9,SE Louisiana,Southland,0
2014,regular,15,FCS Coaches Poll,10,Northern Iowa,MVFC,0
2014,regular,15,FCS Coaches Poll,11,Montana,Big Sky,0
2014,regular,15,FCS Coaches Poll,12,Fordham,Patriot,0
2014,regular,15,FCS Coaches Poll,13,South Dakota State,MVFC,0
2014,regular,15,FCS Coaches Poll,14,Harvard,Ivy,0
2014,regular,15,FCS Coaches Poll,15,James Madison,CAA,0
2014,regular,15,FCS Coaches Poll,16,Richmond,CAA,0
2014,regular,15,FCS Coaches Poll,17,Montana State,Big Sky,0
2014,regular,15,FCS Coaches Poll,18,Eastern Kentucky,OVC,0
2014,regular,15,FCS Coaches Poll,19,Sam Houston,Southland,0
2014,regular,15,FCS Coaches Poll,20,Bethune-Cookman,MEAC,0
2014,regular,15,FCS Coaches Poll,21,Indiana State,MVFC,0
2014,regular,15,FCS Coaches Poll,22,Sacred Heart,NEC,0
2014,regular,15,FCS Coaches Poll,23,Liberty,Big South,0
2014,regular,15,FCS Coaches Poll,24,William & Mary,CAA,0
2014,regular,15,FCS Coaches Poll,25,Youngstown State,MVFC,0
2014,regular,15,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,29
2014,regular,15,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,0
2014,regular,15,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,1
2014,regular,15,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,1
2014,regular,15,AFCA Division II Coaches Poll,5,Pittsburg St,Mid America,0
2014,regular,15,AFCA Division II Coaches Poll,6,Northwest Missouri St,Mid America,0
2014,regular,15,AFCA Division II Coaches Poll,7,Ouachita Baptist,Great American,0
2014,regular,15,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,15,AFCA Division II Coaches Poll,9,Ohio Dominican,GLIAC,0
2014,regular,15,AFCA Division II Coaches Poll,10,Concord University,Mountain East,0
2014,regular,15,AFCA Division II Coaches Poll,11,Delta State,Gulf South,0
2014,regular,15,AFCA Division II Coaches Poll,12,North Alabama,Gulf South,0
2014,regular,15,AFCA Division II Coaches Poll,13,Harding University,Great American,0
2014,regular,15,AFCA Division II Coaches Poll,14,Bloomsburg,Pennsylvania State Athletic,0
2014,regular,15,AFCA Division II Coaches Poll,15,West Chester,Pennsylvania State Athletic,0
2014,regular,15,AFCA Division II Coaches Poll,16,Sioux Falls,Northern Sun,0
2014,regular,15,AFCA Division II Coaches Poll,17,Colorado School Of Mines,Rocky Mountain,0
2014,regular,15,AFCA Division II Coaches Poll,18,Michigan Tech,GLIAC,0
2014,regular,15,AFCA Division II Coaches Poll,19,Azusa Pacific,Great Northwest,0
2014,regular,15,AFCA Division II Coaches Poll,20,Winston-Salem,CIAA,0
2014,regular,15,AFCA Division II Coaches Poll,21,Valdosta State,Gulf South,0
2014,regular,15,AFCA Division II Coaches Poll,22,Henderson State,Great American,0
2014,regular,15,AFCA Division II Coaches Poll,23,Virginia St,CIAA,0
2014,regular,15,AFCA Division II Coaches Poll,23,Angelo State,Lone Star,0
2014,regular,15,AFCA Division II Coaches Poll,25,West Georgia,Gulf South,0
2014,regular,16,Playoff Committee Rankings,1,Alabama,SEC,0
2014,regular,16,Playoff Committee Rankings,2,Oregon,Pac-12,0
2014,regular,16,Playoff Committee Rankings,3,Florida State,ACC,0
2014,regular,16,Playoff Committee Rankings,4,Ohio State,Big Ten,0
2014,regular,16,Playoff Committee Rankings,5,Baylor,Big 12,0
2014,regular,16,Playoff Committee Rankings,6,TCU,Big 12,0
2014,regular,16,Playoff Committee Rankings,7,Mississippi State,SEC,0
2014,regular,16,Playoff Committee Rankings,8,Michigan State,Big Ten,0
2014,regular,16,Playoff Committee Rankings,9,Ole Miss,SEC,0
2014,regular,16,Playoff Committee Rankings,10,Arizona,Pac-12,0
2014,regular,16,Playoff Committee Rankings,11,Kansas State,Big 12,0
2014,regular,16,Playoff Committee Rankings,12,Georgia Tech,ACC,0
2014,regular,16,Playoff Committee Rankings,13,Georgia,SEC,0
2014,regular,16,Playoff Committee Rankings,14,UCLA,Pac-12,0
2014,regular,16,Playoff Committee Rankings,15,Arizona State,Pac-12,0
2014,regular,16,Playoff Committee Rankings,16,Missouri,SEC,0
2014,regular,16,Playoff Committee Rankings,17,Clemson,ACC,0
2014,regular,16,Playoff Committee Rankings,18,Wisconsin,Big Ten,0
2014,regular,16,Playoff Committee Rankings,19,Auburn,SEC,0
2014,regular,16,Playoff Committee Rankings,20,Boise State,Mountain West,0
2014,regular,16,Playoff Committee Rankings,21,Louisville,ACC,0
2014,regular,16,Playoff Committee Rankings,22,Utah,Pac-12,0
2014,regular,16,Playoff Committee Rankings,23,LSU,SEC,0
2014,regular,16,Playoff Committee Rankings,24,USC,Pac-12,0
2014,regular,16,Playoff Committee Rankings,25,Minnesota,Big Ten,0
2014,regular,16,AP Top 25,1,Alabama,SEC,27
2014,regular,16,AP Top 25,2,Florida State,ACC,25
2014,regular,16,AP Top 25,3,Oregon,Pac-12,8
2014,regular,16,AP Top 25,4,Baylor,Big 12,0
2014,regular,16,AP Top 25,5,Ohio State,Big Ten,0
2014,regular,16,AP Top 25,6,TCU,Big 12,0
2014,regular,16,AP Top 25,7,Michigan State,Big Ten,0
2014,regular,16,AP Top 25,8,Mississippi State,SEC,0
2014,regular,16,AP Top 25,9,Ole Miss,SEC,0
2014,regular,16,AP Top 25,10,Georgia Tech,ACC,0
2014,regular,16,AP Top 25,11,Kansas State,Big 12,0
2014,regular,16,AP Top 25,12,Arizona,Pac-12,0
2014,regular,16,AP Top 25,13,Georgia,SEC,0
2014,regular,16,AP Top 25,14,UCLA,Pac-12,0
2014,regular,16,AP Top 25,15,Arizona State,Pac-12,0
2014,regular,16,AP Top 25,16,Missouri,SEC,0
2014,regular,16,AP Top 25,17,Wisconsin,Big Ten,0
2014,regular,16,AP Top 25,18,Clemson,ACC,0
2014,regular,16,AP Top 25,19,Auburn,SEC,0
2014,regular,16,AP Top 25,20,Louisville,ACC,0
2014,regular,16,AP Top 25,21,Boise State,Mountain West,0
2014,regular,16,AP Top 25,22,LSU,SEC,0
2014,regular,16,AP Top 25,23,Utah,Pac-12,0
2014,regular,16,AP Top 25,24,USC,Pac-12,0
2014,regular,16,AP Top 25,25,Nebraska,Big Ten,0
2014,regular,16,Coaches Poll,1,Alabama,SEC,28
2014,regular,16,Coaches Poll,2,Florida State,ACC,25
2014,regular,16,Coaches Poll,3,Oregon,Pac-12,7
2014,regular,16,Coaches Poll,4,Ohio State,Big Ten,0
2014,regular,16,Coaches Poll,5,Baylor,Big 12,0
2014,regular,16,Coaches Poll,6,TCU,Big 12,1
2014,regular,16,Coaches Poll,7,Michigan State,Big Ten,0
2014,regular,16,Coaches Poll,8,Mississippi State,SEC,0
2014,regular,16,Coaches Poll,9,Georgia Tech,ACC,0
2014,regular,16,Coaches Poll,10,Kansas State,Big 12,0
2014,regular,16,Coaches Poll,11,Arizona,Pac-12,0
2014,regular,16,Coaches Poll,12,Ole Miss,SEC,0
2014,regular,16,Coaches Poll,13,Georgia,SEC,0
2014,regular,16,Coaches Poll,14,Missouri,SEC,0
2014,regular,16,Coaches Poll,15,UCLA,Pac-12,0
2014,regular,16,Coaches Poll,16,Arizona State,Pac-12,0
2014,regular,16,Coaches Poll,17,Wisconsin,Big Ten,0
2014,regular,16,Coaches Poll,18,Clemson,ACC,0
2014,regular,16,Coaches Poll,19,Auburn,SEC,0
2014,regular,16,Coaches Poll,20,Louisville,ACC,0
2014,regular,16,Coaches Poll,21,Boise State,Mountain West,0
2014,regular,16,Coaches Poll,22,Nebraska,Big Ten,0
2014,regular,16,Coaches Poll,23,LSU,SEC,0
2014,regular,16,Coaches Poll,24,Oklahoma,Big 12,0
2014,regular,16,Coaches Poll,25,Utah,Pac-12,0
2014,regular,16,FCS Coaches Poll,1,New Hampshire,CAA,20
2014,regular,16,FCS Coaches Poll,2,Jacksonville State,OVC,1
2014,regular,16,FCS Coaches Poll,3,North Dakota State,MVFC,4
2014,regular,16,FCS Coaches Poll,4,Eastern Washington,Big Sky,0
2014,regular,16,FCS Coaches Poll,5,Villanova,CAA,0
2014,regular,16,FCS Coaches Poll,6,Coastal Carolina,Big South,1
2014,regular,16,FCS Coaches Poll,7,Illinois State,MVFC,0
2014,regular,16,FCS Coaches Poll,8,Chattanooga,Southern,0
2014,regular,16,FCS Coaches Poll,9,SE Louisiana,Southland,0
2014,regular,16,FCS Coaches Poll,10,Northern Iowa,MVFC,0
2014,regular,16,FCS Coaches Poll,11,Montana,Big Sky,0
2014,regular,16,FCS Coaches Poll,12,Fordham,Patriot,0
2014,regular,16,FCS Coaches Poll,13,South Dakota State,MVFC,0
2014,regular,16,FCS Coaches Poll,14,Harvard,Ivy,0
2014,regular,16,FCS Coaches Poll,15,James Madison,CAA,0
2014,regular,16,FCS Coaches Poll,16,Richmond,CAA,0
2014,regular,16,FCS Coaches Poll,17,Montana State,Big Sky,0
2014,regular,16,FCS Coaches Poll,18,Eastern Kentucky,OVC,0
2014,regular,16,FCS Coaches Poll,19,Sam Houston,Southland,0
2014,regular,16,FCS Coaches Poll,20,Bethune-Cookman,MEAC,0
2014,regular,16,FCS Coaches Poll,21,Indiana State,MVFC,0
2014,regular,16,FCS Coaches Poll,22,Sacred Heart,NEC,0
2014,regular,16,FCS Coaches Poll,23,Liberty,Big South,0
2014,regular,16,FCS Coaches Poll,24,William & Mary,CAA,0
2014,regular,16,FCS Coaches Poll,25,Youngstown State,MVFC,0
2014,regular,16,AFCA Division II Coaches Poll,1,Minnesota State Mankato,Northern Sun,29
2014,regular,16,AFCA Division II Coaches Poll,2,Minnesota Duluth,Northern Sun,0
2014,regular,16,AFCA Division II Coaches Poll,3,Lenoir-Rhyne,South Atlantic,1
2014,regular,16,AFCA Division II Coaches Poll,4,Ferris State,GLIAC,1
2014,regular,16,AFCA Division II Coaches Poll,5,Pittsburg St,Mid America,0
2014,regular,16,AFCA Division II Coaches Poll,6,Northwest Missouri St,Mid America,0
2014,regular,16,AFCA Division II Coaches Poll,7,Ouachita Baptist,Great American,0
2014,regular,16,AFCA Division II Coaches Poll,8,CSU Pueblo,Rocky Mountain,0
2014,regular,16,AFCA Division II Coaches Poll,9,Ohio Dominican,GLIAC,0
2014,regular,16,AFCA Division II Coaches Poll,10,Concord University,Mountain East,0
